"publication_id","ai_subfield"
"W3014733006","General AI"
"W3035108607","General AI"
"W4309009981","General AI"
"W3217139884","General AI"
"W3034297393","General AI"
"W4327681325","natural language processing"
"W4327681325","transformer architecture"
"W2991907795","General AI"
"W3137091226","General AI"
"W3137611682","General AI"
"W4213262259","General AI"
"W3003452346","General AI"
"W3018321396","General AI"
"W2968857122","computer vision"
"W3212385273","graph neural networks"
"W3031609778","graph neural networks"
"W3135685413","General AI"
"W4200147990","neural architecture search"
"W4312127970","graph neural networks"
"W3025177399","computer vision"
"W3165860937","General AI"
"W3119568095","General AI"
"W4312706139","federated learning"
"W3108847889","graph neural networks"
"W3157999218","General AI"
"W3105429705","General AI"
"W2935079508","computer vision"
"W4229336522","generative ai"
"W4229336522","graph neural networks"
"W2971162686","General AI"
"W3164987805","General AI"
"W3168465506","General AI"
"W4391968719","General AI"
"W2965058023","General AI"
"W2990995058","General AI"
"W3027431742","General AI"
"W2749772809","General AI"
"W2947736356","General AI"
"W3196871682","General AI"
"W3035616549","General AI"
"W3039422455","General AI"
"W3090277172","General AI"
"W3108111691","computer vision"
"W4318684505","graph neural networks"
"W4226108798","explainable ai"
"W4386003845","General AI"
"W3043327973","computer vision"
"W4320015823","federated learning"
"W4320015823","graph neural networks"
"W4220706376","reinforcement learning"
"W2957905354","General AI"
"W4321436564","natural language processing"
"W4321436564","transformer architecture"
"W4206346145","General AI"
"W3197040406","General AI"
"W3048297990","General AI"
"W2995786632","General AI"
"W3128497535","graph neural networks"
"W2971096721","General AI"
"W2981246174","General AI"
"W4312790010","General AI"
"W2916820451","computer vision"
"W4318540750","explainable ai"
"W4318540750","graph neural networks"
"W3024173558","explainable ai"
"W3091277511","General AI"
"W3081716527","explainable ai"
"W3081716527","generative ai"
"W2916245928","General AI"
"W2940216078","General AI"
"W4242037245","General AI"
"W2953473428","General AI"
"W2964646020","computer vision"
"W2998499403","General AI"
"W3216882927","General AI"
"W2954070528","graph neural networks"
"W3122269520","General AI"
"W3015448029","computer vision"
"W3047412441","graph neural networks"
"W2997514790","graph neural networks"
"W3035738233","General AI"
"W4315786100","General AI"
"W2963474852","General AI"
"W3211639647","explainable ai"
"W2981586399","General AI"
"W2977381217","General AI"
"W3021613070","General AI"
"W4229012946","General AI"
"W4285272621","graph neural networks"
"W2966450377","General AI"
"W2917896152","General AI"
"W2954123905","computer vision"
"W3036878841","General AI"
"W4401356519","graph neural networks"
"W4296420817","computer vision"
"W4388242026","graph neural networks"
"W3012417314","General AI"
"W4385453555","General AI"
"W2977666392","computer vision"
"W4360840406","natural language processing"
"W4360840406","transformer architecture"
"W2908783980","General AI"
"W4387409844","General AI"
"W4283811973","General AI"
"W3000307855","General AI"
"W2947177749","computer vision"
"W2947177749","generative ai"
"W4319831789","natural language processing"
"W4319831789","transformer architecture"
"W3195911184","General AI"
"W4284670866","computer vision"
"W4284670866","transformer architecture"
"W4400599071","General AI"
"W4380785532","graph neural networks"
"W3127977275","General AI"
"W2938809977","General AI"
"W4210761929","General AI"
"W3090128601","General AI"
"W2945989246","computer vision"
"W3007969083","computer vision"
"W3007969083","generative ai"
"W3095093830","computer vision"
"W2974551902","General AI"
"W4282971146","General AI"
"W2944042628","General AI"
"W3158324689","General AI"
"W3005630930","General AI"
"W2972243934","General AI"
"W3041983853","General AI"
"W3038044676","General AI"
"W3016244765","General AI"
"W2973449430","General AI"
"W4200042293","graph neural networks"
"W4281488040","General AI"
"W3095983064","General AI"
"W3011970623","computer vision"
"W2996722594","computer vision"
"W3209586559","computer vision"
"W2939031376","General AI"
"W3004984396","graph neural networks"
"W3004984396","natural language processing"
"W3215560629","graph neural networks"
"W3215560629","natural language processing"
"W3135792540","graph neural networks"
"W4308488364","General AI"
"W2902078856","computer vision"
"W3196353935","General AI"
"W4289533998","graph neural networks"
"W2920964209","computer vision"
"W2920964209","graph neural networks"
"W2766761849","General AI"
"W3110377484","generative ai"
"W3157605985","General AI"
"W3194841521","General AI"
"W4229082241","graph neural networks"
"W4229082241","transformer architecture"
"W3108274592","General AI"
"W3029036868","computer vision"
"W2967638906","General AI"
"W4312570848","graph neural networks"
"W3016399951","natural language processing"
"W3081407997","General AI"
"W4226546757","General AI"
"W3138337643","graph neural networks"
"W4213445806","graph neural networks"
"W4213445806","natural language processing"
"W4387815597","General AI"
"W3034855613","General AI"
"W2938308298","General AI"
"W3173865241","generative ai"
"W3006682208","General AI"
"W4290876516","graph neural networks"
"W2912457762","General AI"
"W2910165844","General AI"
"W3035119815","generative ai"
"W3035119815","natural language processing"
"W2921947583","computer vision"
"W4394918443","General AI"
"W3161944108","graph neural networks"
"W4230092254","computer vision"
"W2974089311","General AI"
"W4293261951","generative ai"
"W4293261951","natural language processing"
"W4396774040","General AI"
"W3003486042","quantum ml"
"W2995683363","computer vision"
"W4291511624","General AI"
"W4315708854","graph neural networks"
"W4281781430","generative ai"
"W4281781430","graph neural networks"
"W4389259745","General AI"
"W4304688778","General AI"
"W3029176123","General AI"
"W2965625921","General AI"
"W3012755169","computer vision"
"W3114591654","computer vision"
"W3140120701","General AI"
"W4210312870","General AI"
"W3034618665","graph neural networks"
"W2982822400","General AI"
"W4396723396","graph neural networks"
"W3009515248","General AI"
"W3005641848","General AI"
"W3158362813","graph neural networks"
"W3003137894","General AI"
"W3184654054","computer vision"
"W2972970334","computer vision"
"W3154650405","computer vision"
"W3000681136","General AI"
"W4308413782","General AI"
"W3040855861","General AI"
"W3000369451","General AI"
"W4389495241","graph neural networks"
"W3045742910","General AI"
"W3019193937","General AI"
"W2995409103","General AI"
"W4290945572","graph neural networks"
"W3088063380","General AI"
"W2913204420","General AI"
"W2991713810","General AI"
"W3044837284","General AI"
"W4318975427","General AI"
"W2960854905","General AI"
"W4226088469","explainable ai"
"W4226088469","graph neural networks"
"W2929565236","General AI"
"W2987656958","General AI"
"W3189940786","General AI"
"W4283156058","General AI"
"W3110512320","General AI"
"W3049508719","General AI"
"W2968422580","graph neural networks"
"W3168740456","General AI"
"W4394884079","General AI"
"W3000469142","General AI"
"W3089673203","General AI"
"W4388851105","computer vision"
"W3000627240","computer vision"
"W4206046745","graph neural networks"
"W4206046745","natural language processing"
"W3011281789","General AI"
"W4390807037","General AI"
"W4321504597","computer vision"
"W4293581802","graph neural networks"
"W3032218674","General AI"
"W4285071988","General AI"
"W4294982537","graph neural networks"
"W4310386991","General AI"
"W2981502071","computer vision"
"W3180986738","graph neural networks"
"W2955739827","generative ai"
"W3006030984","General AI"
"W2916452242","computer vision"
"W2997421965","transformer architecture"
"W4210248601","computer vision"
"W3028393291","computer vision"
"W2909984890","computer vision"
"W3094245237","General AI"
"W4294688230","graph neural networks"
"W3206742358","generative ai"
"W3134997278","General AI"
"W4221053610","General AI"
"W2912322140","General AI"
"W3035434890","General AI"
"W4281829192","General AI"
"W3199209374","General AI"
"W3033172120","General AI"
"W3177314351","General AI"
"W2931331224","computer vision"
"W2970959587","General AI"
"W3025050498","General AI"
"W3014605657","graph neural networks"
"W3014605657","natural language processing"
"W3213330817","General AI"
"W3186118520","General AI"
"W3163893137","generative ai"
"W3031914912","General AI"
"W2935748854","General AI"
"W3192807145","General AI"
"W2935090763","General AI"
"W2979957913","computer vision"
"W4313213566","General AI"
"W4309471863","General AI"
"W2953332970","natural language processing"
"W3082837871","General AI"
"W3021654819","federated learning"
"W4388870365","General AI"
"W3035926446","General AI"
"W2994028939","General AI"
"W3203356073","General AI"
"W4284962373","generative ai"
"W4313200296","graph neural networks"
"W4221029921","graph neural networks"
"W3127206578","neural architecture search"
"W2936718694","computer vision"
"W2936718694","generative ai"
"W3035046117","General AI"
"W2962736999","General AI"
"W3199205423","General AI"
"W4200610765","computer vision"
"W4200610765","graph neural networks"
"W4386727162","computer vision"
"W3198971962","graph neural networks"
"W3165665091","computer vision"
"W3165665091","graph neural networks"
"W3039545596","General AI"
"W3011974631","General AI"
"W2981116508","General AI"
"W2954507261","General AI"
"W3018262553","General AI"
"W3003874400","graph neural networks"
"W4385755820","computer vision"
"W4318559680","General AI"
"W2929968583","computer vision"
"W2950072808","computer vision"
"W3027501833","explainable ai"
"W3194176103","General AI"
"W3216922697","General AI"
"W3137245688","General AI"
"W2966533690","General AI"
"W2949257317","computer vision"
"W4398243663","General AI"
"W4292157886","General AI"
"W3094459042","General AI"
"W2932524182","General AI"
"W2969340476","computer vision"
"W2965446359","explainable ai"
"W2998997213","General AI"
"W2969072345","General AI"
"W3093469966","General AI"
"W3134738404","computer vision"
"W3134738404","graph neural networks"
"W2992137891","graph neural networks"
"W2971211885","General AI"
"W2967497108","computer vision"
"W3088785240","generative ai"
"W2984488829","graph neural networks"
"W4205192056","generative ai"
"W4205192056","natural language processing"
"W4291002587","General AI"
"W4285006516","General AI"
"W2964268190","General AI"
"W3185153723","General AI"
"W4224324201","graph neural networks"
"W3129738317","General AI"
"W4312521712","federated learning"
"W4312521712","graph neural networks"
"W3145208339","General AI"
"W2974781999","General AI"
"W3207760869","generative ai"
"W2946048316","computer vision"
"W3084521418","computer vision"
"W3021214012","General AI"
"W2992665713","General AI"
"W4307844701","graph neural networks"
"W2912023992","General AI"
"W2949980035","General AI"
"W4311248875","General AI"
"W3029168934","natural language processing"
"W3037121381","General AI"
"W2943270518","computer vision"
"W3017142502","computer vision"
"W4391943312","General AI"
"W3119948327","General AI"
"W2944604179","General AI"
"W3040894825","General AI"
"W3048669449","General AI"
"W2940261095","computer vision"
"W4402988539","natural language processing"
"W2955553380","General AI"
"W4225394315","generative ai"
"W4317776703","General AI"
"W3041038332","natural language processing"
"W4322762903","graph neural networks"
"W3110015110","computer vision"
